"pollingstation","TECnum","regionmarzes","TEC","subregion","avagian","geghamian","demirchian","karapetian","harutyunian","manukian","margarian","sargsian","kocharian","total","PSnum","mon_voting","mon_counting","mon_voting_R2","NOTmon_voting","PollingStationR2","DemirchianR2","KocharianR2","votersR2","mon_votingR2","mom_countingR2","yi2","O1","O2","O3","O4","O5","O6","O7","O8","O9","AveKocharian","urban","totalvoters","turnout","R2turnout","nearNagorno","Ararat","Armavir","Gegharkunik","Kotayk","Lori","Shirak","Syunik","Tavush","Vayots_Dzor","Yerevan","phat","voterspersqkm","regiontotalvoters","regiontotalmonitors","voterpermonitoredstation","R1R2only","_Isubregion_2","_Isubregion_3","_Isubregion_4","_Isubregion_5","_Isubregion_6","_Isubregion_7","_Isubregion_8","_Isubregion_9","_Isubregion_10","_Isubregion_11","_Isubregion_12","_Isubregion_13","_Isubregion_14","_Isubregion_15","_Isubregion_16","_Isubregion_17","_Isubregion_18","_Isubregion_19","_Isubregion_20","_Isubregion_21","_Isubregion_22","_Isubregion_23","_Isubregion_24","_Isubregion_25","_Isubregion_26","_Isubregion_27","_Isubregion_28","_Isubregion_29","_Isubregion_30","_Isubregion_31","_Isubregion_32","_Isubregion_33","_Isubregion_34","_Isubregion_35","_Isubregion_36","_Isubregion_37","_Isubregion_38","_Isubregion_39","_Isubregion_40"
"  0942. Jil, secondary School",33,"Gegharkunik","Tec#33","Sevan",0,0.0257999990135431,0.0772999972105026,0.00430000014603138,0,0.00430000014603138,0,0.00860000029206276,0.879800021648407,233,942,0,0,0,1,"0942. Jil, secondary School",0.0504000000655651,0.949599981307983,278,0,0,0.895494520664215,1,0,0,0,1,0,0,0,0,0.914700031280518,0,375,0.621333360671997,0.741333305835724,0,0,0,1,0,0,0,0,0,0,0,0.229547277092934,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0975. Khachagbyur, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.0320999994874001,0.421599984169006,0.0208000000566244,0,0.0113000003620982,0,0,0.51419997215271,529,975,0,0,0,1,"0975. Khachagbyur, secondary School",0.422900021076202,0.577099978923798,584,0,0,0.687033832073212,1,0,0,0,1,0,0,0,0,0.545650005340576,0,776,0.681701004505157,0.752577304840088,0,0,0,1,0,0,0,0,0,0,0,0.307839751243591,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0973. Vardenis, N 1 music School",34,"Gegharkunik","Tec#34","Vardenis",0,0.247800007462502,0.545800030231476,0.0385999977588654,0.00100000004749745,0.00479999976232648,0,0,0.162000000476837,1037,973,1,0,0,0,"0973. Vardenis, N 1 music School",0.746200025081635,0.253800004720688,1052,0,0,0.482142239809036,0,1,0,0,0,1,0,0,1,0.207900002598763,0,1763,0.588201940059662,0.59671014547348,0,0,0,1,0,0,0,0,0,0,0,0.543850600719452,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0954. Tretuk, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.0344999991357327,0.27590000629425,0.103399999439716,0,0,0,0.0172000005841255,0.569000005722046,58,954,0,0,0,1,"0954. Tretuk, secondary School",0.384600043296814,0.615400016307831,65,0,0,0.718280136585236,1,0,0,0,1,0,0,0,0,0.592200040817261,0,72,0.805555582046509,0.902777791023254,0,0,0,1,0,0,0,0,0,0,0,0.180407270789146,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0976. Lusakunq, Cultural House",34,"Gegharkunik","Tec#34","Vardenis",0,0.107400000095367,0.51529997587204,0.059799998998642,0,0.00920000020414591,0,0,0.308299988508224,652,976,1,0,1,0,"0976. Lusakunq, Cultural House",0.408199995756149,0.591799974441528,752,1,0,0.561883866786957,0,0,0,1,0,0,0,1,1,0.450049996376038,0,875,0.745142877101898,0.859428584575653,0,0,0,1,0,0,0,0,0,0,0,0.329305201768875,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0858. V. Getashen, 8 year education service school",31,"Gegharkunik","Tec#31","Martuni",0.00249999994412065,0.271600008010864,0.272799998521805,0.0626000016927719,0.00130000000353903,0.00999999977648258,0,0.00380000006407499,0.375499993562698,799,858,1,0,0,0,"0858. V. Getashen, 8 year education service school",0.282999992370605,0.71699994802475,961,0,0,0.598511576652527,0,1,0,0,0,1,0,0,1,0.546249985694885,0,1457,0.548387110233307,0.659574449062347,0,0,0,1,0,0,0,0,0,0,0,0.467579454183578,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0980. Lchavan, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.109700001776218,0.52319997549057,0.0716999992728233,0,0.012699999846518,0,0.00419999985024333,0.278499990701675,237,980,0,0,0,1,"0980. Lchavan, secondary School",0.602400004863739,0.397599995136261,254,0,0,0.552640557289124,1,0,0,0,1,0,0,0,0,0.338050007820129,0,316,0.75,0.803797483444214,0,0,0,1,0,0,0,0,0,0,0,0.219288915395737,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0897. Hayravank, secndary School",32,"Gegharkunik","Tec#32","Gavar",0.00540000014007092,0.186000004410744,0.380099982023239,0.0538999997079372,0,0,0,0,0.374700009822845,371,897,0,0,0,1,"0897. Hayravank, secndary School",0.26570001244545,0.734300017356873,414,0,0,0.607492625713348,1,0,0,0,1,0,0,0,0,0.554499983787537,1,534,0.69475656747818,0.775280892848969,0,0,0,1,0,0,0,0,0,0,0,0.25883823633194,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0950. Arpunk, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.0289000011980534,0.0636000037193298,0.0115999998524785,0,0,0,0.00579999992623925,0.890199959278107,173,950,1,0,0,0,"0950. Arpunk, secondary School",0.0531999953091145,0.946799993515015,188,0,0,0.879051625728607,0,1,0,0,0,1,0,0,1,0.918499946594238,0,221,0.782805442810059,0.850678741931915,0,0,0,1,0,0,0,0,0,0,0,0.203473001718521,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0963. Shatjrek, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0.00689999992027879,0.0551999993622303,0.282800018787384,0.0414000004529953,0,0.00689999992027879,0,0,0.606899976730347,145,963,1,0,0,0,"0963. Shatjrek, secondary School",0.208299994468689,0.791700005531311,144,0,0,0.724637389183044,0,1,0,0,0,1,0,0,1,0.699299991130829,0,222,0.65315318107605,0.648648619651794,0,0,0,1,0,0,0,0,0,0,0,0.203634977340698,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0926. Vahan, kindergarten",33,"Gegharkunik","Tec#33","Sevan",0.00670000026002526,0.0623000003397465,0.232299998402596,0.0167999994009733,0.00170000002253801,0.0135000003501773,0,0.00170000002253801,0.665000021457672,594,926,0,0,0,1,"0926. Vahan, kindergarten",0.298099994659424,0.701900005340576,634,0,0,0.77301812171936,1,0,0,0,1,0,0,0,0,0.683449983596802,0,823,0.721749722957611,0.770352363586426,0,0,0,1,0,0,0,0,0,0,0,0.317934274673462,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0986. Tsovinar, 8 the grade School",34,"Gegharkunik","Tec#34","Vardenis",0.00270000007003546,0.206799998879433,0.315600007772446,0.0270000007003546,0.0009000000427477,0.00270000007003546,0,0,0.444199979305267,1112,986,1,0,1,0,"0986. Tsovinar, 8 the grade School",0.279399991035461,0.720599949359894,1267,1,0,0.635956883430481,0,0,0,1,0,0,0,1,1,0.582399964332581,0,1372,0.810495615005493,0.923469364643097,0,0,0,1,0,0,0,0,0,0,0,0.446508914232254,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0987. Vardenik, N 3 School",34,"Gegharkunik","Tec#34","Vardenis",0,0.0493000000715256,0.131999999284744,0.0383999980986118,0,0.0608000010251999,0,0,0.71940004825592,1743,987,0,0,1,1,"0987. Vardenik, N 3 School",0.305400013923645,0.694599986076355,1457,1,0,0.804036378860474,0,0,1,0,0,0,1,0,1,0.707000017166138,0,1987,0.877201795578003,0.733266234397888,0,0,0,1,0,0,0,0,0,0,0,0.598603129386902,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0925. Draghtik, secondary School",33,"Gegharkunik","Tec#33","Sevan",0.00730000017210841,0.0922000035643578,0.145600005984306,0.017000000923872,0.00239999988116324,0.00490000005811453,0,0.00970000028610229,0.720899939537048,412,925,0,0,0,1,"0925. Draghtik, secondary School",0.248699992895126,0.751299977302551,398,0,0,0.804891645908356,1,0,0,0,1,0,0,0,0,0.7360999584198,0,546,0.754578769207001,0.728937745094299,0,0,0,1,0,0,0,0,0,0,0,0.261144876480103,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0883. Gavar, N 1 School",32,"Gegharkunik","Tec#32","Gavar",0.00170000002253801,0.300500005483627,0.205499991774559,0.0248000007122755,0,0.0146000003442168,0,0,0.452900022268295,1168,883,0,0,0,1,"0883. Gavar, N 1 School",0.263000011444092,0.736999988555908,1384,0,0,0.652081310749054,1,0,0,0,1,0,0,0,0,0.594950020313263,1,1843,0.633749306201935,0.750949561595917,0,0,0,1,0,0,0,0,0,0,0,0.563598811626434,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0847. Vghashen, cultural center",31,"Gegharkunik","Tec#31","Martuni",0.00119999994058162,0.309899985790253,0.207000002264977,0.00349999987520278,0,0.00820000004023314,0,0.00230000005103648,0.467799991369247,855,847,0,0,0,1,"0847. Vghashen, cultural center",0.294099986553192,0.705900013446808,901,0,0,0.660577118396759,1,0,0,0,1,0,0,0,0,0.586849987506866,0,1290,0.662790715694427,0.698449611663818,0,0,0,1,0,0,0,0,0,0,0,0.426361739635468,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0936. Antaramej, secondary School",33,"Gegharkunik","Tec#33","Sevan",0,0.00889999978244305,0.00889999978244305,0,0,0,0,0,0.982100009918213,112,936,0,0,0,1,"0936. Antaramej, secondary School",0.0183000005781651,0.981700003147125,109,0,0,0.953824698925018,1,0,0,0,1,0,0,0,0,0.981899976730347,0,131,0.854961812496185,0.832061052322388,0,0,0,1,0,0,0,0,0,0,0,0.189287737011909,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0918. Geghamavan, secondary School",33,"Gegharkunik","Tec#33","Sevan",0,0.0488999970257282,0.470999985933304,0.00769999995827675,0,0.00130000000353903,0,0,0.470999985933304,777,918,0,0,0,1,"0918. Geghamavan, secondary School",0.231700003147125,0.768299996852875,872,0,0,0.662401676177979,1,0,0,0,1,0,0,0,0,0.61965000629425,0,1258,0.617647051811218,0.693163752555847,0,0,0,1,0,0,0,0,0,0,0,0.418561488389969,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0935. Dprabak, Club",33,"Gegharkunik","Tec#33","Sevan",0.0031999999191612,0.0031999999191612,0.0188999995589256,0.0031999999191612,0,0,0,0,0.97160005569458,317,935,0,0,0,1,"0935. Dprabak, Club",0.0181000009179115,0.981899976730347,331,0,0,0.947837769985199,1,0,0,0,1,0,0,0,0,0.976750016212463,0,348,0.910919547080994,0.95114940404892,0,0,0,1,0,0,0,0,0,0,0,0.224811404943466,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0885. Gavar, art School",32,"Gegharkunik","Tec#32","Gavar",0.00069999997504055,0.239399999380112,0.185499995946884,0.0226000007241964,0.00069999997504055,0.00529999984428287,0.00130000000353903,0.00069999997504055,0.543900012969971,1504,885,1,0,0,0,"0885. Gavar, art School",0.241100013256073,0.758899986743927,1381,0,0,0.690298914909363,0,1,0,0,0,1,0,0,1,0.651399970054626,1,1767,0.851160168647766,0.781550645828247,0,0,0,1,0,0,0,0,0,0,0,0.544841825962067,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0966. Ayrk, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.082299992442131,0.145600005984306,0.196200013160706,0,0,0,0,0.575900018215179,158,966,0,0,0,1,"0966. Ayrk, secondary School",0.374500006437302,0.625500023365021,259,0,0,0.72221440076828,1,0,0,0,1,0,0,0,0,0.6007000207901,0,263,0.600760459899902,0.984790861606598,0,0,0,1,0,0,0,0,0,0,0,0.210358425974846,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0964. V. Shorga, N 79 building",34,"Gegharkunik","Tec#34","Vardenis",0,0,0.166700005531311,0,0,0,0,0,0.833299994468689,18,964,0,0,0,1,"0964. V. Shorga, N 79 building",0.0555999986827374,0.944400012493134,18,0,0,0.868980765342712,1,0,0,0,1,0,0,0,0,0.888849973678589,0,19,0.947368443012238,0.947368443012238,0,0,0,1,0,0,0,0,0,0,0,0.172709926962852,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0944. Pambak, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.0217000003904104,0.0434999987483025,0.00720000034198165,0.00720000034198165,0,0,0,0.920300006866455,138,944,0,0,0,1,"0944. Pambak, secondary School",0.0150999994948506,0.984899997711182,199,0,0,0.9185870885849,1,0,0,0,1,0,0,0,0,0.952600002288818,0,234,0.589743614196777,0.850427329540253,0,0,0,1,0,0,0,0,0,0,0,0.205586105585098,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0868. Dzoragyugh, N 2 school",31,"Gegharkunik","Tec#31","Martuni",0.00260000000707805,0.0488999970257282,0.178899988532066,0.0102999992668629,0.00130000000353903,0.00130000000353903,0,0.00130000000353903,0.755500018596649,777,868,1,0,0,0,"0868. Dzoragyugh, N 2 school",0.177100002765656,0.822899997234344,1022,0,0,0.805632650852203,0,1,0,0,0,1,0,0,1,0.789200007915497,0,1402,0.554208278656006,0.728958606719971,0,0,0,1,0,0,0,0,0,0,0,0.453927606344223,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0903. Lchashen, Cultural House",33,"Gegharkunik","Tec#33","Sevan",0.00230000005103648,0.372599989175797,0.390699982643127,0.0192999988794327,0.00230000005103648,0.00109999999403954,0.00109999999403954,0,0.210599988698959,883,903,1,0,1,0,"0903. Lchashen, Cultural House",0.453400015830994,0.546599984169006,1083,1,0,0.508631944656372,0,0,0,1,0,0,0,1,1,0.378600001335144,0,1519,0.581303477287292,0.712969064712524,0,0,0,1,0,0,0,0,0,0,0,0.483026176691055,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0940. Shorja, secondary School",33,"Gegharkunik","Tec#33","Sevan",0,0.097900003194809,0.127700001001358,0.0297999996691942,0,0.00430000014603138,0,0.0127999996766448,0.727699995040894,235,940,0,0,0,1,"0940. Shorja, secondary School",0.134800001978874,0.865199983119965,282,0,0,0.808768928050995,1,0,0,0,1,0,0,0,0,0.796450018882751,0,283,0.83038866519928,0.996466457843781,0,0,0,1,0,0,0,0,0,0,0,0.213696733117104,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0962. Geghambak, 8 year school",34,"Gegharkunik","Tec#34","Vardenis",0,0,0.300000011920929,0.025000000372529,0,0.025000000372529,0,0,0.649999976158142,40,962,1,0,0,0,"0962. Geghambak, 8 year school",0.101999998092651,0.898000001907349,49,0,0,0.748129308223724,0,1,0,0,0,1,0,0,1,0.773999989032745,0,63,0.634920656681061,0.777777791023254,0,0,0,1,0,0,0,0,0,0,0,0.179081559181213,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0860. N. Getashen, cultural center",31,"Gegharkunik","Tec#31","Martuni",0.0007999999797903,0.256000012159348,0.412999987602234,0.0177999995648861,0,0.00150000001303852,0,0.0007999999797903,0.310099989175797,1293,860,0,0,0,1,"0860. N. Getashen, cultural center",0.474400013685226,0.525600016117096,1290,0,0,0.570658504962921,1,0,0,0,1,0,0,0,0,0.417850017547607,0,1592,0.812185943126678,0.81030148267746,0,0,0,1,0,0,0,0,0,0,0,0.501252830028534,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0931. Ttujur, Cultural House",33,"Gegharkunik","Tec#33","Sevan",0.00559999980032444,0.0956999957561493,0.602299988269806,0.0338000021874905,0.0019000000320375,0.0187999997287989,0,0.0019000000320375,0.240199998021126,533,931,0,0,0,1,"0931. Ttujur, Cultural House",0.635500013828278,0.3644999563694,513,0,0,0.530802369117737,1,0,0,0,1,0,0,0,0,0.302349984645844,0,697,0.764705896377563,0.736011505126953,0,0,0,1,0,0,0,0,0,0,0,0.291282087564468,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0929. Tchambarak, Cultural House",33,"Gegharkunik","Tec#33","Sevan",0.00419999985024333,0.0731000006198883,0.357999980449677,0.0448999963700771,0,0.00499999988824129,0,0.00330000021494925,0.511600017547607,1204,929,0,0,0,1,"0929. Tchambarak, Cultural House",0.327600032091141,0.672399997711182,1282,0,0,0.685551345348358,1,0,0,0,1,0,0,0,0,0.592000007629395,0,1843,0.653282701969147,0.695604979991913,0,0,0,1,0,0,0,0,0,0,0,0.563598811626434,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0981. Makenis, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0.00490000005811453,0.247600004076958,0.470899999141693,0.0728000029921532,0,0.00490000005811453,0.00490000005811453,0,0.194199994206429,206,981,0,0,0,1,"0981. Makenis, secondary School",0.625599980354309,0.374399989843369,203,0,0,0.504573702812195,1,0,0,0,1,0,0,0,0,0.284299999475479,0,318,0.647798717021942,0.638364791870117,0,0,0,1,0,0,0,0,0,0,0,0.219631195068359,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0947. Geghamasar, secondary School",34,"Gegharkunik","Tec#34","Vardenis",0,0.0178999993950129,0.0486000031232834,0.0153000000864267,0,0.00260000000707805,0,0,0.915600001811981,391,947,0,0,1,1,"0947. Geghamasar, secondary School",0.0640000030398369,0.935999989509583,531,1,0,0.915907204151154,0,0,1,0,0,0,1,0,1,0.925799965858459,0,463,0.844492435455322,1.14686822891235,0,0,0,1,0,0,0,0,0,0,0,0.245464459061623,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0876. Sarughan, Club",32,"Gegharkunik","Tec#32","Gavar",0.00649999966844916,0.359900027513504,0.288500010967255,0.0138999996706843,0,0,0.0009000000427477,0.0019000000320375,0.328400015830994,1078,876,0,0,1,1,"0876. Sarughan, Club",0.399800002574921,0.600199997425079,1308,1,0,0.581092953681946,0,0,1,0,0,0,1,0,1,0.464300006628037,1,1995,0.54035085439682,0.655639111995697,0,0,0,1,0,0,0,0,0,0,0,0.600522041320801,41.4747009277344,168802,48,3516.70825195313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0892. Gavar, N 2 School",32,"Gegharkunik","Tec#32","Gavar",0.00260000000707805,0.225099995732307,0.165499985218048,0.0102999992668629,0.00059999997029081,0.0031999999191612,0,0,0.592700004577637,1559,892,1,0,0,0,"0892. Gavar, N 2 School",0.36829999089241,0.631699979305267,953,0,0,0.71689760684967,0,1,0,0,0,1,0,0,1,0.612200021743774,1,1891,0.824431538581848,0.503966152667999,0,0,0,1,0,0,0,0,0,0,0,0.575355648994446,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0971. Vardenis, N 2 School",34,"Gegharkunik","Tec#34","Vardenis",0,0.196800008416176,0.644999980926514,0.0153000000864267,0,0.0111999996006489,0,0,0.131699994206429,1245,971,1,0,0,0,"0971. Vardenis, N 2 School",0.820999979972839,0.178999990224838,1447,0,0,0.465627044439316,0,1,0,0,0,1,0,0,1,0.155349999666214,0,1950,0.638461530208588,0.742051303386688,0,0,0,1,0,0,0,0,0,0,0,0.589689552783966,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0853. Martuni, cultural center",31,"Gegharkunik","Tec#31","Martuni",0.0019000000320375,0.163399994373322,0.486400008201599,0.0403999984264374,0.00279999990016222,0.0149999996647239,0.0009000000427477,0,0.289200007915497,1065,853,1,0,0,0,"0853. Martuni, cultural center",0.349999994039536,0.649999976158142,1517,0,0,0.551473259925842,0,1,0,0,0,1,0,0,1,0.469599992036819,0,1950,0.546153843402863,0.77794873714447,0,0,0,1,0,0,0,0,0,0,0,0.589689552783966,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"  0965. V. Shorga, N 180 building",34,"Gegharkunik","Tec#34","Vardenis",0,0.279100000858307,0.418599992990494,0.0232999995350838,0,0,0,0,0.279100000858307,43,965,0,0,0,1,"0965. V. Shorga, N 180 building",0.699999988079071,0.300000011920929,50,0,0,0.552982687950134,1,0,0,0,1,0,0,0,0,0.289550006389618,0,55,0.781818211078644,0.909090936183929,0,0,0,1,0,0,0,0,0,0,0,0.177909567952156,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0907. Sevan, driver's college",33,"Gegharkunik","Tec#33","Sevan",0.00360000017099082,0.168600007891655,0.268400013446808,0.0272000003606081,0.0009000000427477,0.00630000000819564,0,0,0.524900019168854,1103,907,1,0,0,0,"0907. Sevan, driver's college",0.433400005102158,0.566600024700165,999,0,0,0.679942846298218,0,1,0,0,0,1,0,0,1,0.545750021934509,0,1541,0.715768992900848,0.648280322551727,0,0,0,1,0,0,0,0,0,0,0,0.488516598939896,41.4747009277344,168802,48,3516.70825195313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"  0992. Zolakar, N 1 School",34,"Gegharkunik","Tec#34","Vardenis",0.00069999997504055,0.103900000452995,0.181900009512901,0.015599999576807,0.00069999997504055,0.00300000002607703,0,0,0.694100022315979,1347,992,0,0,0,1,"0992. Zolakar, N 1 School",0.194000020623207,0.805999994277954,1356,0,0,0.789610624313354,1,0,0,0,1,0,0,0,0,0.750050008296967,0,1494,0.901606440544128,0.907630503177643,0,0,0,1,0,0,0,0,0,0,0,0.476792067289352,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"  0852. Martuni, N 1 School",31,"Gegharkunik","Tec#31","Martuni",0.00100000004749745,0.177699998021126,0.480099976062775,0.0215000007301569,0,0.00100000004749745,0,0,0.318700015544891,979,852,0,0,0,1,"0852. Martuni, N 1 School",0.269300013780594,0.730700016021729,1166,0,0,0.575562119483948,1,0,0,0,1,0,0,0,0,0.524700045585632,0,1520,0.644078969955444,0.767105281352997,0,0,0,1,0,0,0,0,0,0,0,0.483275651931763,41.4747009277344,168802,48,3516.70825195313,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
